district_code,area_type,age_group,total_persons,male_persons,female_persons,total_illiterate,male_illiterate,female_illiterate,total_literate,male_literate,female_literate,persons_check,illiterate_check,literate_check,is_valid,state_name
138,urban,all ages,1759182,930823,828359,620362,283063,337299,1138820,647760,491060,0,0,0,True,uttar_pradesh
139,total,all ages,1303048,700070,602978,505078,210212,294866,797970,489858,308112,0,0,0,True,uttar_pradesh
139,rural,all ages,1028023,553807,474216,401766,165326,236440,626257,388481,237776,0,0,0,True,uttar_pradesh
139,urban,all ages,275025,146263,128762,103312,44886,58426,171713,101377,70336,0,0,0,True,uttar_pradesh
140,total,all ages,4681645,2488834,2192811,1558381,677437,880944,3123264,1811397,1311867,0,0,0,True,uttar_pradesh
140,rural,all ages,1519098,808222,710876,596788,249867,346921,922310,558355,363955,0,0,0,True,uttar_pradesh
140,urban,all ages,3162547,1680612,1481935,961593,427570,534023,2200954,1253042,947912,0,0,0,True,uttar_pradesh
141,total,all ages,1648115,890214,757901,525168,224149,301019,1122947,666065,456882,0,0,0,True,uttar_pradesh
141,rural,all ages,673806,359605,314201,251878,100945,150933,421928,258660,163268,0,0,0,True,uttar_pradesh
141,urban,all ages,974309,530609,443700,273290,123204,150086,701019,407405,293614,0,0,0,True,uttar_pradesh
142,total,all ages,3499171,1845260,1653911,1467515,591946,875569,2031656,1253314,778342,0,0,0,True,uttar_pradesh
142,rural,all ages,2631742,1390490,1241252,1113763,436380,677383,1517979,954110,563869,0,0,0,True,uttar_pradesh
142,urban,all ages,867429,454770,412659,353752,155566,198186,513677,299204,214473,0,0,0,True,uttar_pradesh
143,total,all ages,3673889,1951996,1721893,1581322,668616,912706,2092567,1283380,809187,0,0,0,True,uttar_pradesh
143,rural,all ages,2456698,1308923,1147775,1073703,432607,641096,1382995,876316,506679,0,0,0,True,uttar_pradesh
143,urban,all ages,1217191,643073,574118,507619,236009,271610,709572,407064,302508,0,0,0,True,uttar_pradesh
144,total,all ages,1564708,836127,728581,622136,256970,365166,942572,579157,363415,0,0,0,True,uttar_pradesh
144,rural,all ages,1232015,659814,572201,494047,198693,295354,737968,461121,276847,0,0,0,True,uttar_pradesh
144,urban,all ages,332693,176313,156380,128089,58277,69812,204604,118036,86568,0,0,0,True,uttar_pradesh
145,total,all ages,2547184,1367125,1180059,1039438,423779,615659,1507746,943346,564400,0,0,0,True,uttar_pradesh
145,rural,all ages,1791191,962028,829163,769522,303543,465979,1021669,658485,363184,0,0,0,True,uttar_pradesh
145,urban,all ages,755993,405097,350896,269916,120236,149680,486077,284861,201216,0,0,0,True,uttar_pradesh
146,total,all ages,4418797,2364953,2053844,1738287,750359,987928,2680510,1614594,1065916,0,0,0,True,uttar_pradesh
146,rural,all ages,2394602,1285184,1109418,993493,402943,590550,1401109,882241,518868,0,0,0,True,uttar_pradesh
146,urban,all ages,2024195,1079769,944426,744794,347416,397378,1279401,732353,547048,0,0,0,True,uttar_pradesh
147,total,all ages,2498156,1332046,1166110,976350,419732,556618,1521806,912314,609492,0,0,0,True,uttar_pradesh
147,rural,all ages,1664987,891872,773115,648743,268790,379953,1016244,623082,393162,0,0,0,True,uttar_pradesh
147,urban,all ages,833169,440174,392995,327607,150942,176665,505562,289232,216330,0,0,0,True,uttar_pradesh
148,total,all ages,1868529,993377,875152,664644,281267,383377,1203885,712110,491775,0,0,0,True,uttar_pradesh
148,rural,all ages,1580087,842374,737713,574155,239853,334302,1005932,602521,403411,0,0,0,True,uttar_pradesh
148,urban,all ages,288442,151003,137439,90489,41414,49075,197953,109589,88364,0,0,0,True,uttar_pradesh
149,total,all ages,3681896,1967759,1714137,2134419,981258,1153161,1547477,986501,560976,0,0,0,True,uttar_pradesh
149,rural,all ages,3037301,1630376,1406925,1812796,830483,982313,1224505,799893,424612,0,0,0,True,uttar_pradesh
149,urban,all ages,644595,337383,307212,321623,150775,170848,322972,186608,136364,0,0,0,True,uttar_pradesh
150,total,all ages,4448359,2357665,2090694,2256600,1014968,1241632,2191759,1342697,849062,0,0,0,True,uttar_pradesh
150,rural,all ages,2879950,1530356,1349594,1547344,683588,863756,1332606,846768,485838,0,0,0,True,uttar_pradesh
150,urban,all ages,1568409,827309,741100,709256,331380,377876,859153,495929,363224,0,0,0,True,uttar_pradesh
151,total,all ages,2031007,1072002,959005,969912,417712,552200,1061095,654290,406805,0,0,0,True,uttar_pradesh
151,rural,all ages,1679592,886789,792803,818044,348003,470041,861548,538786,322762,0,0,0,True,uttar_pradesh
151,urban,all ages,351415,185213,166202,151868,69709,82159,199547,115504,84043,0,0,0,True,uttar_pradesh
152,total,all ages,3006538,1606403,1400135,1515608,691261,824347,1490930,915142,575788,0,0,0,True,uttar_pradesh
152,rural,all ages,2412446,1293714,1118732,1255624,568351,687273,1156822,725363,431459,0,0,0,True,uttar_pradesh
152,urban,all ages,594092,312689,281403,259984,122910,137074,334108,189779,144329,0,0,0,True,uttar_pradesh
153,total,all ages,4021243,2123187,1898056,1987199,886030,1101169,2034044,1237157,796887,0,0,0,True,uttar_pradesh
153,rural,all ages,3560208,1880679,1679529,1813274,804527,1008747,1746934,1076152,670782,0,0,0,True,uttar_pradesh
153,urban,all ages,461035,242508,218527,173925,81503,92422,287110,161005,126105,0,0,0,True,uttar_pradesh
154,total,all ages,4483992,2375264,2108728,2200259,977562,1222697,2283733,1397702,886031,0,0,0,True,uttar_pradesh
154,rural,all ages,3953208,2098123,1855085,2000690,883797,1116893,1952518,1214326,738192,0,0,0,True,uttar_pradesh
154,urban,all ages,530784,277141,253643,199569,93765,105804,331215,183376,147839,0,0,0,True,uttar_pradesh
155,total,all ages,4092845,2191442,1901403,1871244,816855,1054389,2221601,1374587,847014,0,0,0,True,uttar_pradesh
155,rural,all ages,3551039,1906147,1644892,1667451,723867,943584,1883588,1182280,701308,0,0,0,True,uttar_pradesh
155,urban,all ages,541806,285295,256511,203793,92988,110805,338013,192307,145706,0,0,0,True,uttar_pradesh
156,total,all ages,3108367,1630087,1478280,1334783,577024,757759,1773584,1053063,720521,0,0,0,True,uttar_pradesh
156,rural,all ages,2576721,1351897,1224824,1153603,493744,659859,1423118,858153,564965,0,0,0,True,uttar_pradesh
156,urban,all ages,531646,278190,253456,181180,83280,97900,350466,194910,155556,0,0,0,True,uttar_pradesh
157,total,all ages,4589838,2394476,2195362,1462578,652036,810542,3127260,1742440,1384820,0,0,0,True,uttar_pradesh
157,rural,all ages,1550842,813752,737090,649985,280096,369889,900857,533656,367201,0,0,0,True,uttar_pradesh
157,urban,all ages,3038996,1580724,1458272,812593,371940,440653,2226403,1208784,1017619,0,0,0,True,uttar_pradesh
158,total,all ages,3405559,1752542,1653017,1439716,586577,853139,1965843,1165965,799878,0,0,0,True,uttar_pradesh
158,rural,all ages,3097564,1592449,1505115,1347538,546060,801478,1750026,1046389,703637,0,0,0,True,uttar_pradesh
158,urban,all ages,307995,160093,147902,92178,40517,51661,215817,119576,96241,0,0,0,True,uttar_pradesh
159,total,all ages,1885204,1006240,878964,792527,351413,441114,1092677,654827,437850,0,0,0,True,uttar_pradesh
159,rural,all ages,1469019,785301,683718,641744,280649,361095,827275,504652,322623,0,0,0,True,uttar_pradesh
159,urban,all ages,416185,220939,195246,150783,70764,80019,265402,150175,115227,0,0,0,True,uttar_pradesh
160,total,all ages,1656616,881776,774840,639529,278180,361349,1017087,603596,413491,0,0,0,True,uttar_pradesh
160,rural,all ages,1375775,734245,641530,529282,227330,301952,846493,506915,339578,0,0,0,True,uttar_pradesh
160,urban,all ages,280841,147531,133310,110247,50850,59397,170594,96681,73913,0,0,0,True,uttar_pradesh
161,total,all ages,1581810,845856,735954,519807,222273,297534,1062003,623583,438420,0,0,0,True,uttar_pradesh
161,rural,all ages,1215511,652740,562771,417308,175362,241946,798203,477378,320825,0,0,0,True,uttar_pradesh
161,urban,all ages,366299,193116,173183,102499,46911,55588,263800,146205,117595,0,0,0,True,uttar_pradesh
162,total,all ages,1379545,740040,639505,448709,193842,254867,930836,546198,384638,0,0,0,True,uttar_pradesh
162,rural,all ages,1145323,616494,528829,389400,167057,222343,755923,449437,306486,0,0,0,True,uttar_pradesh
162,urban,all ages,234222,123546,110676,59309,26785,32524,174913,96761,78152,0,0,0,True,uttar_pradesh
163,total,all ages,1796184,963255,832929,625941,270291,355650,1170243,692964,477279,0,0,0,True,uttar_pradesh
163,rural,all ages,1622761,871508,751253,573375,246357,327018,1049386,625151,424235,0,0,0,True,uttar_pradesh
163,urban,all ages,173423,91747,81676,52566,23934,28632,120857,67813,53044,0,0,0,True,uttar_pradesh
164,total,all ages,4581268,2459806,2121462,1338246,630627,707619,3243022,1829179,1413843,0,0,0,True,uttar_pradesh
164,rural,all ages,1565623,837260,728363,555471,242893,312578,1010152,594367,415785,0,0,0,True,uttar_pradesh
164,urban,all ages,3015645,1622546,1393099,782775,387734,395041,2232870,1234812,998058,0,0,0,True,uttar_pradesh
165,total,all ages,1689974,906092,783882,614778,252662,362116,1075196,653430,421766,0,0,0,True,uttar_pradesh
165,rural,all ages,1271074,683656,587418,481108,194581,286527,789966,489075,300891,0,0,0,True,uttar_pradesh
165,urban,all ages,418900,222436,196464,133670,58081,75589,285230,164355,120875,0,0,0,True,uttar_pradesh
166,total,all ages,1998603,1057436,941167,694090,273731,420359,1304513,783705,520808,0,0,0,True,uttar_pradesh
166,rural,all ages,1165119,615629,549490,462126,176428,285698,702993,439201,263792,0,0,0,True,uttar_pradesh
166,urban,all ages,833484,441807,391677,231964,97303,134661,601520,344504,257016,0,0,0,True,uttar_pradesh
167,total,all ages,1221592,641011,580581,580401,243425,336976,641191,397586,243605,0,0,0,True,uttar_pradesh
167,rural,all ages,1046214,549478,496736,528786,222086,306700,517428,327392,190036,0,0,0,True,uttar_pradesh
167,urban,all ages,175378,91533,83845,51615,21339,30276,123763,70194,53569,0,0,0,True,uttar_pradesh
168,total,all ages,1104285,593537,510748,450986,185412,265574,653299,408125,245174,0,0,0,True,uttar_pradesh
168,rural,all ages,894437,481373,413064,382654,156763,225891,511783,324610,187173,0,0,0,True,uttar_pradesh
168,urban,all ages,209848,112164,97684,68332,28649,39683,141516,83515,58001,0,0,0,True,uttar_pradesh
169,total,all ages,875958,466358,409600,387852,164075,223777,488106,302283,185823,0,0,0,True,uttar_pradesh
169,rural,all ages,690577,368009,322568,320861,135425,185436,369716,232584,137132,0,0,0,True,uttar_pradesh
169,urban,all ages,185381,98349,87032,66991,28650,38341,118390,69699,48691,0,0,0,True,uttar_pradesh
170,total,all ages,1799410,965876,833534,796473,335250,461223,1002937,630626,372311,0,0,0,True,uttar_pradesh
170,rural,all ages,1523655,819243,704412,712521,300081,412440,811134,519162,291972,0,0,0,True,uttar_pradesh
170,urban,all ages,275755,146633,129122,83952,35169,48783,191803,111464,80339,0,0,0,True,uttar_pradesh
171,total,all ages,991730,527721,464009,460658,197382,263276,531072,330339,200733,0,0,0,True,uttar_pradesh
171,rural,all ages,895398,476794,418604,427706,183292,244414,467692,293502,174190,0,0,0,True,uttar_pradesh
171,urban,all ages,96332,50927,45405,32952,14090,18862,63380,36837,26543,0,0,0,True,uttar_pradesh
172,total,all ages,2632733,1384722,1248011,1120567,473719,646848,1512166,911003,601163,0,0,0,True,uttar_pradesh
172,rural,all ages,2310740,1215690,1095050,1011998,425214,586784,1298742,790476,508266,0,0,0,True,uttar_pradesh
172,urban,all ages,321993,169032,152961,108569,48505,60064,213424,120527,92897,0,0,0,True,uttar_pradesh
173,total,all ages,3209141,1606085,1603056,1277582,484704,792878,1931559,1121381,810178,0,0,0,True,uttar_pradesh
173,rural,all ages,3033899,1515583,1518316,1224265,462227,762038,1809634,1053356,756278,0,0,0,True,uttar_pradesh
173,urban,all ages,175242,90502,84740,53317,22477,30840,121925,68025,53900,0,0,0,True,uttar_pradesh
174,total,all ages,1599596,838485,761111,786172,331206,454966,813424,507279,306145,0,0,0,True,uttar_pradesh
174,rural,all ages,1475140,773335,701805,736098,309155,426943,739042,464180,274862,0,0,0,True,uttar_pradesh
174,urban,all ages,124456,65150,59306,50074,22051,28023,74382,43099,31283,0,0,0,True,uttar_pradesh
175,total,all ages,5954391,3131807,2822584,2288664,932467,1356197,3665727,2199340,1466387,0,0,0,True,uttar_pradesh
175,rural,all ages,4481518,2340959,2140559,1896599,753876,1142723,2584919,1587083,997836,0,0,0,True,uttar_pradesh
175,urban,all ages,1472873,790848,682025,392065,178591,213474,1080808,612257,468551,0,0,0,True,uttar_pradesh
176,total,all ages,3260699,1707073,1553626,1568241,696555,871686,1692458,1010518,681940,0,0,0,True,uttar_pradesh
176,rural,all ages,2929896,1533455,1396441,1436272,634154,802118,1493624,899301,594323,0,0,0,True,uttar_pradesh
176,urban,all ages,330803,173618,157185,131969,62401,69568,198834,111217,87617,0,0,0,True,uttar_pradesh
177,total,all ages,2470996,1259628,1211368,1020095,421289,598806,1450901,838339,612562,0,0,0,True,uttar_pradesh
177,rural,all ages,2130743,1079257,1051486,921414,376185,545229,1209329,703072,506257,0,0,0,True,uttar_pradesh
177,urban,all ages,340253,180371,159882,98681,45104,53577,241572,135267,106305,0,0,0,True,uttar_pradesh
178,total,all ages,2397888,1212410,1185478,910949,365734,545215,1486939,846676,640263,0,0,0,True,uttar_pradesh
178,rural,all ages,2117158,1067762,1049396,817492,324699,492793,1299666,743063,556603,0,0,0,True,uttar_pradesh
178,urban,all ages,280730,144648,136082,93457,41035,52422,187273,103613,83660,0,0,0,True,uttar_pradesh
179,total,all ages,3797117,1914586,1882531,1557215,614338,942877,2239902,1300248,939654,0,0,0,True,uttar_pradesh
179,rural,all ages,3597201,1810496,1786705,1503527,591301,912226,2093674,1219195,874479,0,0,0,True,uttar_pradesh
179,urban,all ages,199916,104090,95826,53688,23037,30651,146228,81053,65175,0,0,0,True,uttar_pradesh
180,total,all ages,3487731,1843884,1643847,2089363,965599,1123764,1398368,878285,520083,0,0,0,True,uttar_pradesh
180,rural,all ages,3203687,1695122,1508565,1973409,909151,1064258,1230278,785971,444307,0,0,0,True,uttar_pradesh
180,urban,all ages,284044,148762,135282,115954,56448,59506,168090,92314,75776,0,0,0,True,uttar_pradesh
181,total,all ages,1117361,593897,523464,694048,317197,376851,423313,276700,146613,0,0,0,True,uttar_pradesh
181,rural,all ages,1078712,573681,505031,676333,308844,367489,402379,264837,137542,0,0,0,True,uttar_pradesh
181,urban,all ages,38649,20216,18433,17715,8353,9362,20934,11863,9071,0,0,0,True,uttar_pradesh
182,total,all ages,2148665,1114721,1033944,1280308,569778,710530,868357,544943,323414,0,0,0,True,uttar_pradesh
182,rural,all ages,1982274,1027943,954331,1209264,536730,672534,773010,491213,281797,0,0,0,True,uttar_pradesh
182,urban,all ages,166391,86778,79613,71044,33048,37996,95347,53730,41617,0,0,0,True,uttar_pradesh
183,total,all ages,3433919,1787146,1646773,1753925,752965,1000960,1679994,1034181,645813,0,0,0,True,uttar_pradesh
183,rural,all ages,3208890,1669058,1539832,1679725,718811,960914,1529165,950247,578918,0,0,0,True,uttar_pradesh
183,urban,all ages,225029,118088,106941,74200,34154,40046,150829,83934,66895,0,0,0,True,uttar_pradesh
184,total,all ages,2559297,1295095,1264202,1330371,554377,775994,1228926,740718,488208,0,0,0,True,uttar_pradesh
184,rural,all ages,2398606,1212141,1186465,1267299,526905,740394,1131307,685236,446071,0,0,0,True,uttar_pradesh
184,urban,all ages,160691,82954,77737,63072,27472,35600,97619,55482,42137,0,0,0,True,uttar_pradesh
185,total,all ages,2464464,1255272,1209192,1070681,435553,635128,1393783,819719,574064,0,0,0,True,uttar_pradesh
185,rural,all ages,2326367,1182846,1143521,1033048,419367,613681,1293319,763479,529840,0,0,0,True,uttar_pradesh
185,urban,all ages,138097,72426,65671,37633,16186,21447,100464,56240,44224,0,0,0,True,uttar_pradesh
186,total,all ages,1715183,869656,845527,760234,302558,457676,954949,567098,387851,0,0,0,True,uttar_pradesh
186,rural,all ages,1586652,802609,784043,713850,282738,431112,872802,519871,352931,0,0,0,True,uttar_pradesh
186,urban,all ages,128531,67047,61484,46384,19820,26564,82147,47227,34920,0,0,0,True,uttar_pradesh
187,total,all ages,2684703,1381754,1302949,1265559,500080,765479,1419144,881674,537470,0,0,0,True,uttar_pradesh
187,rural,all ages,2549973,1312126,1237847,1222797,482642,740155,1327176,829484,497692,0,0,0,True,uttar_pradesh
187,urban,all ages,134730,69628,65102,42762,17438,25324,91968,52190,39778,0,0,0,True,uttar_pradesh
188,total,all ages,4440895,2277777,2163118,1740567,683887,1056680,2700328,1593890,1106438,0,0,0,True,uttar_pradesh
188,rural,all ages,3604766,1838726,1766040,1518138,587816,930322,2086628,1250910,835718,0,0,0,True,uttar_pradesh
188,urban,all ages,836129,439051,397078,222429,96071,126358,613700,342980,270720,0,0,0,True,uttar_pradesh
189,total,all ages,3564544,1818055,1746489,1609724,634333,975391,1954820,1183722,771098,0,0,0,True,uttar_pradesh
189,rural,all ages,3396437,1730377,1666060,1550686,608532,942154,1845751,1121845,723906,0,0,0,True,uttar_pradesh
189,urban,all ages,168107,87678,80429,59038,25801,33237,109069,61877,47192,0,0,0,True,uttar_pradesh
190,total,all ages,3100946,1537436,1563510,1225707,458148,767559,1875239,1079288,795951,0,0,0,True,uttar_pradesh
190,rural,all ages,2784143,1373111,1411032,1129716,417822,711894,1654427,955289,699138,0,0,0,True,uttar_pradesh
190,urban,all ages,316803,164325,152478,95991,40326,55665,220812,123999,96813,0,0,0,True,uttar_pradesh
191,total,all ages,4613913,2285004,2328909,1841996,725590,1116406,2771917,1559414,1212503,0,0,0,True,uttar_pradesh
191,rural,all ages,4220512,2082707,2137805,1709369,666250,1043119,2511143,1416457,1094686,0,0,0,True,uttar_pradesh
191,urban,all ages,393401,202297,191104,132627,59340,73287,260774,142957,117817,0,0,0,True,uttar_pradesh
192,total,all ages,2205968,1114709,1091259,842924,341627,501297,1363044,773082,589962,0,0,0,True,uttar_pradesh
192,rural,all ages,1706760,858843,847917,671008,265237,405771,1035752,593606,442146,0,0,0,True,uttar_pradesh
192,urban,all ages,499208,255866,243342,171916,76390,95526,327292,179476,147816,0,0,0,True,uttar_pradesh
