district_code,area_type,age_group,total_persons,male_persons,female_persons,total_illiterate,male_illiterate,female_illiterate,total_literate,male_literate,female_literate,persons_check,illiterate_check,literate_check,is_valid
489,rural,all ages,203604,101710,101894,82007,34310,47697,121597,67400,54197,0,0,0,True
489,urban,all ages,24687,12111,12576,5316,2197,3119,19371,9914,9457,0,0,0,True
490,total,all ages,1329672,678165,651507,327763,138694,189069,1001909,539471,462438,0,0,0,True
490,rural,all ages,920535,464749,455786,244452,101826,142626,676083,362923,313160,0,0,0,True
490,urban,all ages,409137,213416,195721,83311,36868,46443,325826,176548,149278,0,0,0,True
491,total,all ages,1705678,887222,818456,535021,231694,303327,1170657,655528,515129,0,0,0,True
491,rural,all ages,1070177,542644,527533,398972,170335,228637,671205,372309,298896,0,0,0,True
491,urban,all ages,635501,344578,290923,136049,61359,74690,499452,283219,216233,0,0,0,True
492,total,all ages,6081322,3402224,2679098,1509912,714756,795156,4571410,2687468,1883942,0,0,0,True
492,rural,all ages,1232109,640060,592049,391665,170045,221620,840444,470015,370429,0,0,0,True
492,urban,all ages,4849213,2762164,2087049,1118247,544711,573536,3730966,2217453,1513513,0,0,0,True
493,total,all ages,807022,402188,404834,316986,133181,183805,490036,269007,221029,0,0,0,True
493,rural,all ages,727535,361548,365987,297159,124814,172345,430376,236734,193642,0,0,0,True
493,urban,all ages,79487,40640,38847,19827,8367,11460,59660,32273,27387,0,0,0,True
