district_code,area_type,age_group,total_persons,male_persons,female_persons,total_illiterate,male_illiterate,female_illiterate,total_literate,male_literate,female_literate,persons_check,illiterate_check,literate_check,is_valid
0,total,all ages,1458545,739140,719405,293058,123317,169741,1165487,615823,549664,0,0,0,True
0,rural,all ages,551731,275436,276295,120460,48293,72167,431271,227143,204128,0,0,0,True
0,urban,all ages,906814,463704,443110,172598,75024,97574,734216,388680,345536,0,0,0,True
585,total,all ages,818008,416677,401331,154948,64939,90009,663060,351738,311322,0,0,0,True
585,rural,all ages,324927,163908,161019,66300,26323,39977,258627,137585,121042,0,0,0,True
585,urban,all ages,493081,252769,240312,88648,38616,50032,404433,214153,190280,0,0,0,True
586,total,all ages,640537,322463,318074,138110,58378,79732,502427,264085,238342,0,0,0,True
586,rural,all ages,226804,111528,115276,54160,21970,32190,172644,89558,83086,0,0,0,True
586,urban,all ages,413733,210935,202798,83950,36408,47542,329783,174527,155256,0,0,0,True
